timestamp,channel,action,payload
1772987282340,CH1,POWER (Simulated),4.100
1772987283339,CH1,POWER (Simulated),3.814
1772987284339,CH1,POWER (Simulated),2.795
1772987285339,CH1,POWER (Simulated),4.661
1772987286339,CH1,POWER (Simulated),0.478
1772987287340,CH1,POWER (Simulated),2.121
1772987288339,CH1,POWER (Simulated),4.993
1772987289339,CH1,POWER (Simulated),4.645
1772987290339,CH1,POWER (Simulated),1.965
1772987291340,CH1,POWER (Simulated),0.379
1772987292340,CH1,POWER (Simulated),1.065
1772987293339,CH1,POWER (Simulated),2.030
1772987294339,CH1,POWER (Simulated),4.708
1772987295339,CH1,POWER (Simulated),3.748
1772987296340,CH1,POWER (Simulated),1.648
1772987297340,CH1,POWER (Simulated),4.085
1772987298339,CH1,POWER (Simulated),0.219
1772987299339,CH1,POWER (Simulated),4.418
1772987300339,CH1,POWER (Simulated),1.137
1772987301340,CH1,POWER (Simulated),1.635
1772987302339,CH1,POWER (Simulated),4.013
1772987303339,CH1,POWER (Simulated),3.018
1772987304339,CH1,POWER (Simulated),3.014
1772987305339,CH1,POWER (Simulated),1.662
1772987306340,CH1,POWER (Simulated),4.513
1772987307339,CH1,POWER (Simulated),0.428
1772987308339,CH1,POWER (Simulated),3.675
1772987309339,CH1,POWER (Simulated),1.822
1772987310339,CH1,POWER (Simulated),3.767
1772987311339,CH1,POWER (Simulated),1.222
1772987312339,CH1,POWER (Simulated),2.781
1772987313340,CH1,POWER (Simulated),4.813
1772987314339,CH1,POWER (Simulated),1.915
1772987315339,CH1,POWER (Simulated),0.538
1772987316339,CH1,POWER (Simulated),3.616
1772987317340,CH1,POWER (Simulated),1.224
1772987318339,CH1,POWER (Simulated),2.969
1772987319339,CH1,POWER (Simulated),4.699
1772987320339,CH1,POWER (Simulated),0.452
1772987321340,CH1,POWER (Simulated),1.538
1772987322339,CH1,POWER (Simulated),4.441
1772987323339,CH1,POWER (Simulated),2.596
1772987324339,CH1,POWER (Simulated),4.199
1772987325340,CH1,POWER (Simulated),2.869
1772987326340,CH1,POWER (Simulated),1.758
1772987327340,CH1,POWER (Simulated),3.916
1772987328339,CH1,POWER (Simulated),2.617
1772987329339,CH1,POWER (Simulated),4.340
1772987330339,CH1,POWER (Simulated),1.445
1772987331340,CH1,POWER (Simulated),1.972
1772987332339,CH1,POWER (Simulated),1.721
1772987333339,CH1,POWER (Simulated),4.804
1772987334339,CH1,POWER (Simulated),4.348
1772987335339,CH1,POWER (Simulated),4.709
1772987336339,CH1,POWER (Simulated),0.144
1772987337339,CH1,POWER (Simulated),0.421
1772987338340,CH1,POWER (Simulated),2.880
1772987339340,CH1,POWER (Simulated),1.769
1772987340339,CH1,POWER (Simulated),4.885
1772987341339,CH1,POWER (Simulated),3.567
1772987342339,CH1,POWER (Simulated),2.235
1772987343339,CH1,POWER (Simulated),4.453
1772987344339,CH1,POWER (Simulated),1.819
1772987345340,CH1,POWER (Simulated),0.969
1772987346339,CH1,POWER (Simulated),2.716
1772987347339,CH1,POWER (Simulated),1.602
1772987348339,CH1,POWER (Simulated),1.828
1772987349339,CH1,POWER (Simulated),0.228
1772987350339,CH1,POWER (Simulated),4.992
1772987351339,CH1,POWER (Simulated),0.333
1772987352339,CH1,POWER (Simulated),2.191
1772987353340,CH1,POWER (Simulated),2.867
1772987354339,CH1,POWER (Simulated),4.244
1772987355339,CH1,POWER (Simulated),4.958
1772987356339,CH1,POWER (Simulated),0.390
1772987357339,CH1,POWER (Simulated),0.778
1772987358339,CH1,POWER (Simulated),0.577
1772987359339,CH1,POWER (Simulated),3.676
1772987360340,CH1,POWER (Simulated),2.941
1772987361339,CH1,POWER (Simulated),2.718
1772987362339,CH1,POWER (Simulated),1.097
1772987363339,CH1,POWER (Simulated),0.950
1772987364339,CH1,POWER (Simulated),1.124
1772987365340,CH1,POWER (Simulated),4.474
1772987366340,CH1,POWER (Simulated),4.623
1772987367339,CH1,POWER (Simulated),3.674
1772987368339,CH1,POWER (Simulated),3.621
1772987369339,CH1,POWER (Simulated),0.456
1772987370339,CH1,POWER (Simulated),3.835
1772987371339,CH1,POWER (Simulated),1.733
1772987372340,CH1,POWER (Simulated),0.908
1772987373340,CH1,POWER (Simulated),1.039
1772987374339,CH1,POWER (Simulated),0.818
1772987375339,CH1,POWER (Simulated),4.697
1772987376339,CH1,POWER (Simulated),4.582
1772987377339,CH1,POWER (Simulated),4.212
1772987378339,CH1,POWER (Simulated),0.524
1772987379339,CH1,POWER (Simulated),4.477
1772987380339,CH1,POWER (Simulated),4.727
1772987381339,CH1,POWER (Simulated),0.765
1772987382339,CH1,POWER (Simulated),3.219
1772987383340,CH1,POWER (Simulated),2.429
1772987384340,CH1,POWER (Simulated),0.829
1772987384784,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""end,run_id=363D58B5E70303A2,test=APX1130-queryA.sql,loop=1/3,runs=100,elapsed_sec=216.889606,failures=0"",""timestamp"":1772987384784}"
1772987385339,CH1,POWER (Simulated),2.023
1772987386340,CH1,POWER (Simulated),1.043
1772987387339,CH1,POWER (Simulated),0.695
1772987388340,CH1,POWER (Simulated),0.225
1772987389339,CH1,POWER (Simulated),4.186
1772987390339,CH1,POWER (Simulated),2.670
1772987391340,CH1,POWER (Simulated),2.865
1772987392339,CH1,POWER (Simulated),1.684
1772987393340,CH1,POWER (Simulated),2.118
1772987394339,CH1,POWER (Simulated),2.367
1772987395339,CH1,POWER (Simulated),1.149
1772987396340,CH1,POWER (Simulated),3.974
1772987397339,CH1,POWER (Simulated),1.367
1772987398340,CH1,POWER (Simulated),1.131
1772987399339,CH1,POWER (Simulated),2.265
1772987400339,CH1,POWER (Simulated),2.165
1772987401339,CH1,POWER (Simulated),3.274
1772987402339,CH1,POWER (Simulated),0.389
1772987403339,CH1,POWER (Simulated),4.223
1772987404339,CH1,POWER (Simulated),4.949
1772987405339,CH1,POWER (Simulated),1.191
1772987406339,CH1,POWER (Simulated),2.602
1772987407339,CH1,POWER (Simulated),4.025
1772987408340,CH1,POWER (Simulated),2.345
1772987409339,CH1,POWER (Simulated),2.579
1772987410339,CH1,POWER (Simulated),0.855
1772987411339,CH1,POWER (Simulated),3.331
1772987412340,CH1,POWER (Simulated),4.237
1772987413339,CH1,POWER (Simulated),4.723
1772987414340,CH1,POWER (Simulated),0.517
1772987414803,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""start,run_id=363D58B5E70303A2,test=APX1130-queryA.sql,loop=2/3,runs=100"",""timestamp"":1772987414803}"
1772987415340,CH1,POWER (Simulated),1.675
1772987416339,CH1,POWER (Simulated),1.465
1772987417339,CH1,POWER (Simulated),2.565
1772987418339,CH1,POWER (Simulated),4.967
1772987419339,CH1,POWER (Simulated),4.570
1772987420339,CH1,POWER (Simulated),3.959
1772987421340,CH1,POWER (Simulated),4.229
1772987422340,CH1,POWER (Simulated),2.293
1772987423339,CH1,POWER (Simulated),3.873
1772987424339,CH1,POWER (Simulated),3.312
1772987425339,CH1,POWER (Simulated),0.322
1772987426339,CH1,POWER (Simulated),1.299
1772987427339,CH1,POWER (Simulated),1.757
1772987428340,CH1,POWER (Simulated),3.215
1772987429339,CH1,POWER (Simulated),4.626
1772987430339,CH1,POWER (Simulated),0.488
1772987431339,CH1,POWER (Simulated),4.259
1772987432339,CH1,POWER (Simulated),2.939
1772987433339,CH1,POWER (Simulated),1.953
1772987434340,CH1,POWER (Simulated),2.505
1772987435339,CH1,POWER (Simulated),1.719
1772987436339,CH1,POWER (Simulated),2.434
1772987437339,CH1,POWER (Simulated),4.765
1772987438339,CH1,POWER (Simulated),3.169
1772987439339,CH1,POWER (Simulated),2.774
1772987440339,CH1,POWER (Simulated),4.316
1772987441339,CH1,POWER (Simulated),4.370
1772987442340,CH1,POWER (Simulated),0.772
1772987443340,CH1,POWER (Simulated),4.905
1772987444339,CH1,POWER (Simulated),3.291
1772987445339,CH1,POWER (Simulated),1.085
1772987446339,CH1,POWER (Simulated),1.425
1772987447339,CH1,POWER (Simulated),1.426
1772987448339,CH1,POWER (Simulated),2.986
1772987449339,CH1,POWER (Simulated),0.633
1772987450340,CH1,POWER (Simulated),2.311
1772987451340,CH1,POWER (Simulated),2.190
1772987452340,CH1,POWER (Simulated),2.872
1772987453339,CH1,POWER (Simulated),0.543
1772987454339,CH1,POWER (Simulated),3.497
1772987455339,CH1,POWER (Simulated),2.813
1772987456339,CH1,POWER (Simulated),1.330
1772987457339,CH1,POWER (Simulated),3.346
1772987458340,CH1,POWER (Simulated),2.686
1772987459339,CH1,POWER (Simulated),1.780
1772987460339,CH1,POWER (Simulated),3.745
1772987461339,CH1,POWER (Simulated),3.531
1772987462339,CH1,POWER (Simulated),2.554
1772987463339,CH1,POWER (Simulated),4.033
1772987464339,CH1,POWER (Simulated),4.033
1772987465339,CH1,POWER (Simulated),4.317
1772987466339,CH1,POWER (Simulated),1.507
1772987467340,CH1,POWER (Simulated),3.001
1772987468340,CH1,POWER (Simulated),2.965
1772987469339,CH1,POWER (Simulated),2.137
1772987470339,CH1,POWER (Simulated),1.921
1772987471339,CH1,POWER (Simulated),0.484
1772987472339,CH1,POWER (Simulated),0.555
1772987473339,CH1,POWER (Simulated),4.230
1772987474339,CH1,POWER (Simulated),4.820
1772987475340,CH1,POWER (Simulated),3.430
1772987476340,CH1,POWER (Simulated),3.031
1772987477339,CH1,POWER (Simulated),0.787
1772987478339,CH1,POWER (Simulated),2.178
1772987479339,CH1,POWER (Simulated),3.134
1772987480339,CH1,POWER (Simulated),3.436
1772987481340,CH1,POWER (Simulated),3.691
1772987482340,CH1,POWER (Simulated),2.566
1772987483339,CH1,POWER (Simulated),4.295
1772987484339,CH1,POWER (Simulated),3.091
1772987485339,CH1,POWER (Simulated),1.651
1772987486339,CH1,POWER (Simulated),2.649
1772987487340,CH1,POWER (Simulated),4.670
1772987488340,CH1,POWER (Simulated),3.496
1772987489339,CH1,POWER (Simulated),2.047
1772987490339,CH1,POWER (Simulated),1.166
1772987491339,CH1,POWER (Simulated),3.049
1772987492339,CH1,POWER (Simulated),0.216
1772987493339,CH1,POWER (Simulated),3.901
1772987494339,CH1,POWER (Simulated),3.983
1772987495339,CH1,POWER (Simulated),0.348
1772987496340,CH1,POWER (Simulated),4.652
1772987497339,CH1,POWER (Simulated),3.958
1772987498339,CH1,POWER (Simulated),2.947
1772987499339,CH1,POWER (Simulated),0.988
1772987500339,CH1,POWER (Simulated),4.325
1772987501339,CH1,POWER (Simulated),3.426
1772987502339,CH1,POWER (Simulated),4.901
1772987503340,CH1,POWER (Simulated),4.827
1772987504340,CH1,POWER (Simulated),0.546
1772987505339,CH1,POWER (Simulated),2.116
1772987506339,CH1,POWER (Simulated),4.507
1772987507339,CH1,POWER (Simulated),1.942
1772987508339,CH1,POWER (Simulated),1.733
1772987509340,CH1,POWER (Simulated),4.729
1772987510340,CH1,POWER (Simulated),3.348
1772987511339,CH1,POWER (Simulated),4.280
1772987512339,CH1,POWER (Simulated),2.780
1772987513339,CH1,POWER (Simulated),4.103
1772987514339,CH1,POWER (Simulated),1.798
1772987515339,CH1,POWER (Simulated),4.524
1772987516339,CH1,POWER (Simulated),0.499
1772987517340,CH1,POWER (Simulated),2.356
1772987518340,CH1,POWER (Simulated),4.572
1772987519339,CH1,POWER (Simulated),3.219
1772987520339,CH1,POWER (Simulated),1.330
1772987521339,CH1,POWER (Simulated),3.477
1772987522339,CH1,POWER (Simulated),0.109
1772987523339,CH1,POWER (Simulated),4.592
1772987524339,CH1,POWER (Simulated),4.212
1772987525339,CH1,POWER (Simulated),4.359
1772987526339,CH1,POWER (Simulated),4.405
1772987527339,CH1,POWER (Simulated),4.543
1772987528339,CH1,POWER (Simulated),2.150
1772987529340,CH1,POWER (Simulated),0.752
1772987530340,CH1,POWER (Simulated),0.349
1772987531339,CH1,POWER (Simulated),3.851
1772987532339,CH1,POWER (Simulated),4.191
1772987533339,CH1,POWER (Simulated),0.900
1772987534339,CH1,POWER (Simulated),0.312
1772987535339,CH1,POWER (Simulated),1.452
1772987536340,CH1,POWER (Simulated),0.421
1772987537340,CH1,POWER (Simulated),3.706
1772987538339,CH1,POWER (Simulated),0.417
1772987539339,CH1,POWER (Simulated),4.039
1772987540339,CH1,POWER (Simulated),4.039
1772987541339,CH1,POWER (Simulated),2.207
1772987542339,CH1,POWER (Simulated),4.761
1772987543340,CH1,POWER (Simulated),3.373
1772987544340,CH1,POWER (Simulated),0.367
1772987545339,CH1,POWER (Simulated),4.032
1772987546339,CH1,POWER (Simulated),1.443
1772987547339,CH1,POWER (Simulated),4.420
1772987548339,CH1,POWER (Simulated),4.834
1772987549340,CH1,POWER (Simulated),4.923
1772987550339,CH1,POWER (Simulated),1.771
1772987551339,CH1,POWER (Simulated),0.946
1772987552339,CH1,POWER (Simulated),3.424
1772987553339,CH1,POWER (Simulated),2.105
1772987554339,CH1,POWER (Simulated),1.247
1772987555340,CH1,POWER (Simulated),4.410
1772987556340,CH1,POWER (Simulated),2.340
1772987557340,CH1,POWER (Simulated),0.852
1772987558339,CH1,POWER (Simulated),3.598
1772987559339,CH1,POWER (Simulated),3.658
1772987560339,CH1,POWER (Simulated),0.593
1772987561339,CH1,POWER (Simulated),3.899
1772987562339,CH1,POWER (Simulated),4.265
1772987563339,CH1,POWER (Simulated),4.683
1772987564339,CH1,POWER (Simulated),0.542
1772987565339,CH1,POWER (Simulated),1.940
1772987566339,CH1,POWER (Simulated),2.533
1772987567339,CH1,POWER (Simulated),2.452
1772987568339,CH1,POWER (Simulated),0.854
1772987569340,CH1,POWER (Simulated),2.059
1772987570340,CH1,POWER (Simulated),3.767
1772987571339,CH1,POWER (Simulated),2.302
1772987572339,CH1,POWER (Simulated),4.702
1772987573339,CH1,POWER (Simulated),1.613
1772987574339,CH1,POWER (Simulated),2.154
1772987575339,CH1,POWER (Simulated),3.684
1772987576339,CH1,POWER (Simulated),2.543
1772987577340,CH1,POWER (Simulated),3.687
1772987578340,CH1,POWER (Simulated),0.659
1772987579339,CH1,POWER (Simulated),3.023
1772987580339,CH1,POWER (Simulated),3.191
1772987581339,CH1,POWER (Simulated),4.136
1772987582339,CH1,POWER (Simulated),2.062
1772987583339,CH1,POWER (Simulated),0.685
1772987584340,CH1,POWER (Simulated),3.181
1772987585340,CH1,POWER (Simulated),3.137
1772987586339,CH1,POWER (Simulated),0.470
1772987587339,CH1,POWER (Simulated),1.973
1772987588339,CH1,POWER (Simulated),2.169
1772987589339,CH1,POWER (Simulated),3.003
1772987590339,CH1,POWER (Simulated),3.037
1772987591339,CH1,POWER (Simulated),4.692
1772987592339,CH1,POWER (Simulated),2.352
1772987593340,CH1,POWER (Simulated),2.843
1772987594340,CH1,POWER (Simulated),4.142
1772987595339,CH1,POWER (Simulated),2.311
1772987596339,CH1,POWER (Simulated),1.715
1772987597339,CH1,POWER (Simulated),4.822
1772987598339,CH1,POWER (Simulated),0.846
1772987599339,CH1,POWER (Simulated),3.331
1772987600339,CH1,POWER (Simulated),0.106
1772987601339,CH1,POWER (Simulated),2.548
1772987602339,CH1,POWER (Simulated),4.288
1772987603339,CH1,POWER (Simulated),4.655
1772987604340,CH1,POWER (Simulated),1.101
1772987605340,CH1,POWER (Simulated),0.677
1772987606339,CH1,POWER (Simulated),1.586
1772987607339,CH1,POWER (Simulated),0.689
1772987608339,CH1,POWER (Simulated),2.415
1772987609339,CH1,POWER (Simulated),4.206
1772987610339,CH1,POWER (Simulated),1.980
1772987611339,CH1,POWER (Simulated),0.926
1772987612339,CH1,POWER (Simulated),0.655
1772987613339,CH1,POWER (Simulated),3.271
1772987614340,CH1,POWER (Simulated),4.710
1772987615340,CH1,POWER (Simulated),4.559
1772987616339,CH1,POWER (Simulated),3.350
1772987617339,CH1,POWER (Simulated),4.734
1772987618339,CH1,POWER (Simulated),1.055
1772987619339,CH1,POWER (Simulated),4.935
1772987620339,CH1,POWER (Simulated),0.851
1772987621340,CH1,POWER (Simulated),0.258
1772987622340,CH1,POWER (Simulated),0.936
1772987623339,CH1,POWER (Simulated),0.677
1772987624339,CH1,POWER (Simulated),2.425
1772987625339,CH1,POWER (Simulated),1.167
1772987626339,CH1,POWER (Simulated),4.132
1772987627339,CH1,POWER (Simulated),3.703
1772987628339,CH1,POWER (Simulated),0.183
1772987629339,CH1,POWER (Simulated),1.781
1772987630340,CH1,POWER (Simulated),3.921
1772987631340,CH1,POWER (Simulated),1.375
1772987631912,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""end,run_id=363D58B5E70303A2,test=APX1130-queryA.sql,loop=2/3,runs=100,elapsed_sec=217.096864,failures=0"",""timestamp"":1772987631912}"
1772987632339,CH1,POWER (Simulated),2.487
1772987633339,CH1,POWER (Simulated),3.845
1772987634340,CH1,POWER (Simulated),2.363
1772987635340,CH1,POWER (Simulated),0.629
1772987636339,CH1,POWER (Simulated),0.322
1772987637339,CH1,POWER (Simulated),3.595
1772987638340,CH1,POWER (Simulated),3.213
1772987639339,CH1,POWER (Simulated),1.796
1772987640339,CH1,POWER (Simulated),4.693
1772987641339,CH1,POWER (Simulated),1.198
1772987642340,CH1,POWER (Simulated),4.487
1772987643340,CH1,POWER (Simulated),3.379
1772987644339,CH1,POWER (Simulated),1.003
1772987645339,CH1,POWER (Simulated),1.482
1772987646340,CH1,POWER (Simulated),1.994
1772987647339,CH1,POWER (Simulated),4.226
1772987648339,CH1,POWER (Simulated),0.751
1772987649340,CH1,POWER (Simulated),2.309
1772987650339,CH1,POWER (Simulated),1.341
1772987651340,CH1,POWER (Simulated),3.266
1772987652339,CH1,POWER (Simulated),0.237
1772987653339,CH1,POWER (Simulated),1.008
1772987654340,CH1,POWER (Simulated),1.247
1772987655339,CH1,POWER (Simulated),0.267
1772987656340,CH1,POWER (Simulated),2.982
1772987657339,CH1,POWER (Simulated),0.979
1772987658340,CH1,POWER (Simulated),4.766
1772987659340,CH1,POWER (Simulated),1.673
1772987660339,CH1,POWER (Simulated),2.146
1772987661340,CH1,POWER (Simulated),0.451
1772987661932,CH1,MESSAGE,"{""channelId"":""CH1"",""message"":""start,run_id=363D58B5E70303A2,test=APX1130-queryA.sql,loop=3/3,runs=100"",""timestamp"":1772987661932}"
1772987662339,CH1,POWER (Simulated),1.958
1772987663339,CH1,POWER (Simulated),0.732
1772987664339,CH1,POWER (Simulated),3.272
1772987665340,CH1,POWER (Simulated),4.231
1772987666340,CH1,POWER (Simulated),0.859
1772987667339,CH1,POWER (Simulated),4.916
1772987668339,CH1,POWER (Simulated),0.466
1772987669339,CH1,POWER (Simulated),2.233
1772987670339,CH1,POWER (Simulated),1.557
1772987671339,CH1,POWER (Simulated),2.518
1772987672339,CH1,POWER (Simulated),2.369
1772987673339,CH1,POWER (Simulated),3.290
1772987674340,CH1,POWER (Simulated),0.803
1772987675340,CH1,POWER (Simulated),3.980
1772987676340,CH1,POWER (Simulated),2.276
1772987677339,CH1,POWER (Simulated),2.970
1772987678339,CH1,POWER (Simulated),1.461
1772987679339,CH1,POWER (Simulated),1.963
1772987680339,CH1,POWER (Simulated),1.322
1772987681339,CH1,POWER (Simulated),4.986
1772987682340,CH1,POWER (Simulated),2.422
1772987683340,CH1,POWER (Simulated),4.892
1772987684340,CH1,POWER (Simulated),4.301
1772987685339,CH1,POWER (Simulated),2.487
1772987686339,CH1,POWER (Simulated),2.008
1772987687339,CH1,POWER (Simulated),3.995
1772987688339,CH1,POWER (Simulated),2.612
1772987689339,CH1,POWER (Simulated),1.373
1772987690339,CH1,POWER (Simulated),2.103
1772987691340,CH1,POWER (Simulated),2.759
1772987692339,CH1,POWER (Simulated),1.582
1772987693339,CH1,POWER (Simulated),4.124
1772987694339,CH1,POWER (Simulated),1.273
1772987695339,CH1,POWER (Simulated),0.761
1772987696339,CH1,POWER (Simulated),1.813
1772987697340,CH1,POWER (Simulated),4.299
1772987698340,CH1,POWER (Simulated),3.206
1772987699340,CH1,POWER (Simulated),0.839
1772987700339,CH1,POWER (Simulated),2.406
1772987701339,CH1,POWER (Simulated),1.683
1772987702339,CH1,POWER (Simulated),4.748
1772987703339,CH1,POWER (Simulated),0.657
1772987704339,CH1,POWER (Simulated),2.398
1772987705339,CH1,POWER (Simulated),0.259
1772987706340,CH1,POWER (Simulated),2.323
1772987707340,CH1,POWER (Simulated),4.061
1772987708340,CH1,POWER (Simulated),2.274
1772987709339,CH1,POWER (Simulated),3.115
1772987710339,CH1,POWER (Simulated),1.703
1772987711339,CH1,POWER (Simulated),3.437
1772987712339,CH1,POWER (Simulated),0.748
1772987713339,CH1,POWER (Simulated),0.669
1772987714339,CH1,POWER (Simulated),2.852
1772987715340,CH1,POWER (Simulated),4.503
1772987716340,CH1,POWER (Simulated),2.030
1772987717339,CH1,POWER (Simulated),1.984
1772987718339,CH1,POWER (Simulated),3.433
1772987719339,CH1,POWER (Simulated),2.096
1772987720339,CH1,POWER (Simulated),2.999
1772987721339,CH1,POWER (Simulated),4.867
1772987722339,CH1,POWER (Simulated),2.526
1772987723340,CH1,POWER (Simulated),2.763
1772987724340,CH1,POWER (Simulated),1.919
1772987725339,CH1,POWER (Simulated),1.252
1772987726339,CH1,POWER (Simulated),1.504
1772987727339,CH1,POWER (Simulated),4.356
1772987728339,CH1,POWER (Simulated),2.801
1772987729339,CH1,POWER (Simulated),2.414
1772987730339,CH1,POWER (Simulated),1.815
1772987731340,CH1,POWER (Simulated),2.765
1772987732340,CH1,POWER (Simulated),4.482
1772987733339,CH1,POWER (Simulated),1.409
1772987734339,CH1,POWER (Simulated),2.815
1772987735339,CH1,POWER (Simulated),2.305
1772987736339,CH1,POWER (Simulated),0.186
1772987737339,CH1,POWER (Simulated),0.878
1772987738339,CH1,POWER (Simulated),1.691
1772987739340,CH1,POWER (Simulated),3.180
1772987740340,CH1,POWER (Simulated),0.368
1772987741339,CH1,POWER (Simulated),1.926
1772987742339,CH1,POWER (Simulated),2.200
1772987743339,CH1,POWER (Simulated),2.290
1772987744339,CH1,POWER (Simulated),4.831
1772987745339,CH1,POWER (Simulated),2.441
1772987746339,CH1,POWER (Simulated),2.212
1772987747339,CH1,POWER (Simulated),0.353
1772987748340,CH1,POWER (Simulated),1.664
1772987749340,CH1,POWER (Simulated),3.102
1772987750339,CH1,POWER (Simulated),3.803
1772987751339,CH1,POWER (Simulated),4.348
1772987752339,CH1,POWER (Simulated),4.125
1772987753339,CH1,POWER (Simulated),3.966
1772987754339,CH1,POWER (Simulated),4.753
1772987755339,CH1,POWER (Simulated),1.146
1772987756340,CH1,POWER (Simulated),2.013
1772987757340,CH1,POWER (Simulated),1.534
1772987758339,CH1,POWER (Simulated),2.799
1772987759339,CH1,POWER (Simulated),3.542
1772987760339,CH1,POWER (Simulated),4.124
1772987761339,CH1,POWER (Simulated),4.512
1772987762339,CH1,POWER (Simulated),2.837
1772987763339,CH1,POWER (Simulated),0.363
1772987764340,CH1,POWER (Simulated),0.418
1772987765340,CH1,POWER (Simulated),2.132
1772987766339,CH1,POWER (Simulated),0.668
1772987767339,CH1,POWER (Simulated),3.683
1772987768339,CH1,POWER (Simulated),1.786
1772987769339,CH1,POWER (Simulated),2.020
1772987770339,CH1,POWER (Simulated),1.079
1772987771339,CH1,POWER (Simulated),0.501
1772987772339,CH1,POWER (Simulated),3.436
1772987773339,CH1,POWER (Simulated),3.733
1772987774340,CH1,POWER (Simulated),2.345
1772987775340,CH1,POWER (Simulated),4.101
1772987776339,CH1,POWER (Simulated),3.933
1772987777339,CH1,POWER (Simulated),4.763
1772987778339,CH1,POWER (Simulated),4.336
1772987779339,CH1,POWER (Simulated),2.643
1772987780339,CH1,POWER (Simulated),2.982
1772987781339,CH1,POWER (Simulated),1.461
1772987782340,CH1,POWER (Simulated),0.474
1772987783340,CH1,POWER (Simulated),2.361
1772987784339,CH1,POWER (Simulated),1.907
1772987785339,CH1,POWER (Simulated),0.334
1772987786339,CH1,POWER (Simulated),4.797
1772987787339,CH1,POWER (Simulated),4.404
1772987788339,CH1,POWER (Simulated),4.477
1772987789339,CH1,POWER (Simulated),4.588
1772987790339,CH1,POWER (Simulated),3.308
1772987791339,CH1,POWER (Simulated),2.613
1772987792339,CH1,POWER (Simulated),0.665
1772987793339,CH1,POWER (Simulated),4.966
1772987794339,CH1,POWER (Simulated),4.510
1772987795339,CH1,POWER (Simulated),0.572
1772987796339,CH1,POWER (Simulated),1.186
1772987797340,CH1,POWER (Simulated),3.733
1772987798340,CH1,POWER (Simulated),2.907
1772987799339,CH1,POWER (Simulated),0.663
1772987800339,CH1,POWER (Simulated),4.990
1772987801339,CH1,POWER (Simulated),3.622
1772987802339,CH1,POWER (Simulated),0.665
1772987803339,CH1,POWER (Simulated),2.014
1772987804340,CH1,POWER (Simulated),3.623
1772987805340,CH1,POWER (Simulated),1.162
1772987806339,CH1,POWER (Simulated),1.441
1772987807339,CH1,POWER (Simulated),2.986
1772987808339,CH1,POWER (Simulated),0.139
1772987809339,CH1,POWER (Simulated),1.077
1772987810339,CH1,POWER (Simulated),4.912
1772987811339,CH1,POWER (Simulated),4.506
1772987812340,CH1,POWER (Simulated),4.728
1772987813340,CH1,POWER (Simulated),0.843
1772987814339,CH1,POWER (Simulated),3.949
1772987815339,CH1,POWER (Simulated),3.032
1772987816339,CH1,POWER (Simulated),4.321
1772987817339,CH1,POWER (Simulated),1.409
1772987818339,CH1,POWER (Simulated),0.573
1772987819340,CH1,POWER (Simulated),2.704
1772987820340,CH1,POWER (Simulated),0.556
1772987821340,CH1,POWER (Simulated),3.047
1772987822339,CH1,POWER (Simulated),0.981
1772987823339,CH1,POWER (Simulated),4.566
1772987824339,CH1,POWER (Simulated),0.614
1772987825339,CH1,POWER (Simulated),2.907
1772987826339,CH1,POWER (Simulated),2.818
1772987827339,CH1,POWER (Simulated),2.246
1772987828339,CH1,POWER (Simulated),1.979
1772987829339,CH1,POWER (Simulated),2.479
1772987830339,CH1,POWER (Simulated),3.825
1772987831339,CH1,POWER (Simulated),3.656
1772987832339,CH1,POWER (Simulated),1.154
1772987833339,CH1,POWER (Simulated),3.929
1772987834339,CH1,POWER (Simulated),4.928
1772987835340,CH1,POWER (Simulated),2.294
1772987836340,CH1,POWER (Simulated),4.334
1772987837340,CH1,POWER (Simulated),4.154
1772987838339,CH1,POWER (Simulated),1.272
1772987839339,CH1,POWER (Simulated),2.908
1772987840339,CH1,POWER (Simulated),2.215
1772987841339,CH1,POWER (Simulated),0.139
1772987842339,CH1,POWER (Simulated),2.938
1772987843340,CH1,POWER (Simulated),0.843
1772987844340,CH1,POWER (Simulated),3.175
1772987845340,CH1,POWER (Simulated),3.558
1772987846339,CH1,POWER (Simulated),2.046
1772987847339,CH1,POWER (Simulated),2.600
1772987848339,CH1,POWER (Simulated),0.282
1772987849339,CH1,POWER (Simulated),1.850
1772987850339,CH1,POWER (Simulated),4.677
1772987851339,CH1,POWER (Simulated),1.931
1772987852339,CH1,POWER (Simulated),1.394
1772987853339,CH1,POWER (Simulated),0.513
1772987854340,CH1,POWER (Simulated),1.741
1772987855340,CH1,POWER (Simulated),1.230
1772987856339,CH1,POWER (Simulated),1.354
1772987857339,CH1,POWER (Simulated),0.966
1772987858339,CH1,POWER (Simulated),1.256
1772987859339,CH1,POWER (Simulated),1.095
1772987860339,CH1,POWER (Simulated),0.687
1772987861339,CH1,POWER (Simulated),3.498
1772987862340,CH1,POWER (Simulated),0.747
1772987863340,CH1,POWER (Simulated),0.253
1772987864339,CH1,POWER (Simulated),0.827
1772987865339,CH1,POWER (Simulated),2.764
1772987866339,CH1,POWER (Simulated),3.247
1772987867339,CH1,POWER (Simulated),0.388
1772987868339,CH1,POWER (Simulated),0.323
1772987869340,CH1,POWER (Simulated),2.858
1772987870339,CH1,POWER (Simulated),4.469
1772987871339,CH1,POWER (Simulated),3.374
